r2_reg,bic_reg,aic_reg,coef_reg,pval_reg,r2_poly,bic_poly,aic_poly,coef_poly,pval_poly
0.08967484073650245,37.89689699142303,36.927083691847024,0.2994575775239331,0.3443546107344028,0.15133665358329462,39.54013233602893,38.08541238666493,0.2725114881948369,0.4778697114453466
0.03977320175260701,38.53730880551104,37.567495505935035,-0.19943219838483225,0.5343227337395575,0.04166099766709097,40.99860035877445,39.543880409410455,0.04811783150134974,0.8257265237642079
0.004813726108637617,38.966433903639306,37.9966206040633,0.06938102124239579,0.8303487821092804,0.1850597695903231,39.05355868206175,37.59883873269775,-0.364397442541587,0.39816759312353084
0.08179004732336337,38.000387601789086,37.03057430221308,-0.28598959303331917,0.36751628851958046,0.08195747467336656,40.483105959684025,39.02838601032003,0.011319671468530912,0.6805853481623149
0.09382203606468631,37.84210332796046,36.872290028384455,-0.3063038296604965,0.33288899043785203,0.18552028627536765,39.0467756542885,37.592055704924505,-0.315994377811869,0.3971560869294352
0.015253109788777586,38.839890475485134,37.87007717590913,0.12350348087717022,0.7021626705885725,0.020444066342014566,41.26137347909365,39.806653529729644,-0.05393386184226004,0.9112374890478724
0.2557385939385777,35.47998265297984,34.51016935340384,-0.5057060351019927,0.0934789218402151,0.36987572220292375,35.96718619379887,34.51246624443486,0.2921844491342237,0.12514628359144211
0.19600670545158339,36.40636589706584,35.436552597489836,0.44272644539442596,0.14949610978036132,0.23586630422731136,38.28109461837424,36.826374669010235,-0.12685168554786155,0.29803143902332124
0.09206634173133543,37.86533049691755,36.89551719734155,-0.3034243591594709,0.33768580266277276,0.2618182759111103,37.86646179318916,36.41174184382516,0.4481322946257382,0.25511429784413225
3.1872113940401015e-05,39.02395562502575,38.054142325449746,-0.00564553929579803,0.9861072710349214,0.212757274666161,38.638620830493686,37.18390088112969,0.3864671519759998,0.34079165582154625
0.0006792722277033647,39.01618406003682,38.04637076046082,0.026062851488344557,0.9359190064127724,0.01875137793546111,41.28209177645283,39.827371827088825,-0.0941373620762252,0.9183447963900401
0.04125232021185565,38.51880994038366,37.54899664080766,-0.20310667200231478,0.5266587050777809,0.06014997578385339,40.76482516443339,39.310105215069385,0.16079040118697366,0.756420876176823
0.05125621317607976,38.39294010733696,37.42312680776096,-0.2263983506478783,0.479210435918464,0.3462551097265253,36.40878779037022,34.95406784100622,-0.48392061857769336,0.14768533869347658
