r2_reg,bic_reg,aic_reg,coef_reg,pval_reg,r2_poly,bic_poly,aic_poly,coef_poly,pval_poly
0.011675744067233373,38.88340480671665,37.913591507140644,-0.10805435700254415,0.7381813959991113,0.026632094598010414,41.185326901035026,39.73060695167103,0.13421142533286567,0.8856183370889397
0.014770075300805985,38.84577522897863,37.87596192940263,0.12153219861750891,0.7067290823396019,0.16599327461082203,39.33107899459491,37.87635904523091,-0.4306631741619151,0.4418379218143092
0.10854988714642477,37.64546847361799,36.675655174041985,-0.3294690989249594,0.2956628110257167,0.19078160724096693,38.96900741362022,37.51428746425621,-0.24612863176854585,0.3857410460721772
0.0392019540991132,38.54444559196631,37.574632292390305,0.1979948335162134,0.5373335222703917,0.1698237935639929,39.27583710052685,37.82111715116285,-0.316175721641631,0.4327790894675477
0.3873178936732824,33.14542932487317,32.17561602529717,-0.6223486913887443,0.03068592627799464,0.5466227421914573,32.0168763296061,30.562156380242097,-0.41649839140025413,0.028449116987113585
0.14859124829858683,37.09398273906373,36.12416943948773,-0.3854753536850144,0.21590641419130857,0.22940841097389753,38.382083606028516,36.92736365666452,-0.21280881868110244,0.309534591425321
0.0009759383189978932,39.012621118205686,38.04280781862968,0.03124001150764559,0.9232202361659724,0.003571653287522625,41.4663081838429,40.0115882344789,0.044062803727381264,0.9840277206715947
0.244493613204133,35.65993357363255,34.69012027405655,-0.4944629543293742,0.10222996151647404,0.2508273098510865,38.04381561315381,36.58909566378981,0.050565977883957974,0.2726582975989664
0.011354684610544119,38.887302401874436,37.91748910229843,-0.10655836246181669,0.741696281871562,0.06512649860910247,40.701116128559605,39.2463961791956,-0.25221808306575544,0.7385634733811074
0.012899835407021776,38.86853296671616,37.898719667140156,0.11357744233350935,0.7252449999512283,0.013468811485631504,41.34652068189996,39.891800732535955,0.019987105897680837,0.9408029895818079
0.22771538519417656,35.92351259802504,34.95369929844904,-0.47719533232647693,0.1167072311053299,0.27809008042527117,37.59898579021517,36.14426584085117,0.1571679038577181,0.23076691392022075
0.012605216140030406,38.8721140660073,37.902300766431296,0.11227295373343585,0.7282946184680188,0.012756886441699589,41.35517729566648,39.90045734630248,-0.014404773354469519,0.9438620150876036
0.10227406668952232,37.729652648237604,36.7598393486616,-0.3198031686671072,0.3108990397504993,0.11190838416064564,40.08508030241859,38.630360353054584,0.08745293864194897,0.5862191012036818
