two_men,bridgeville,pockets,inception,social_net,oceans_11,flower,hotel,garden,dreary,home_alone,brokovich,star_wars
0.2244675086497828,0.27413750453386,0.2435686541244826,0.2138003874783129,0.3218037934741609,0.3320050563778341,0.1971679914342311,0.3019641101030552,0.256141669929056,0.2117683308105622,0.1563551778902987,0.3105442230397843,0.326298549216477
0.2759200286225771,0.3397031932986814,0.3455710350706042,0.4373266306017271,0.4542800889112091,0.4632115608103545,0.2286586433777173,0.4515426551994589,0.4523607983037128,0.2176924969084296,0.4183752295618878,0.3835103016968392,0.4064396363521561
0.2194701895010711,0.3080069767661812,0.2726892714011,0.2096675231328892,0.2696529468731805,0.3149874698950318,0.2444538895559134,0.350242645250594,0.2830134825755951,0.2099048984138501,0.146093330236781,0.3243229568151001,0.3007983640453177
0.1918383209293389,0.3084900507967647,0.318132282178621,0.3515338879123501,0.3514332198597862,0.3183560381328039,0.2506916206226341,0.3416276296494857,0.3129166639544302,0.2310018369012556,0.3448525427202989,0.3889700616125805,0.2512724017799289
0.2874132538070194,0.2447719749388845,0.2984052577588247,0.2668738518781585,0.292313168324232,0.2960702645891435,0.384678234118635,0.412059278080738,0.2501701818564077,0.1979338963051597,0.3180768849993958,0.3554698575225946,0.2769587295716378
0.3037606287289862,0.2968882812984317,0.2799021818113335,0.2615291385462137,0.3527559277153841,0.3088921046200663,0.2409498494529282,0.3618769770388911,0.308840249339085,0.2279742321971234,0.1586723025170592,0.3706029997315843,0.3218538964450608
0.3164289765812921,0.3526487342815279,0.3146952691367034,0.3829376192839865,0.2856725589994111,0.3080402984990105,0.2715587779745329,0.3383084026902369,0.3148930617672456,0.2690680623893508,0.3828960940471732,0.4004671255840727,0.2300800571759904
0.4704719294749985,0.5124654026852556,0.4126169246716861,0.3071506259532253,0.4963257778407993,0.4309656217867286,0.5001144738136526,0.4766116227434306,0.5905402065550818,0.1735710486131828,0.4136032983266578,0.487847981441642,0.4301800745764532
0.2771705948637252,0.3143356414112037,0.2841968733467089,0.3497239602390385,0.3550879697881782,0.3062975744818943,0.264597404203754,0.3483970255023749,0.3580488663252019,0.2180563019599747,0.3613993206450204,0.3849874443659438,0.2303987749223043
0.2924319777261074,0.2789715437667666,0.3110429925228034,0.4146785216054851,0.4986872027588767,0.4285977965101766,0.2101423137488293,0.3704140466379069,0.4020971859440578,0.164823098206972,0.341783984831578,0.4230911311517437,0.3322598960561858
0.4312583826819041,0.4659212215837317,0.3084875519966529,0.4314922282347709,0.3743846978273825,0.4101527353373547,0.4797516631159043,0.4343459012489019,0.422897198998141,0.1943625399235319,0.4306319457818341,0.4155719517876074,0.3878571196946718
0.2733683472686017,0.2610693414810719,0.3347162384063973,0.468982031771429,0.4767063668205337,0.4736299881808513,0.2142108380716596,0.4306974479121268,0.4394350321654922,0.1628123279877539,0.3868016030343974,0.3891569024600787,0.3790265415208735
0.3720584411962134,0.3152008521241352,0.2381924076811319,0.4089361916597748,0.4468355368415277,0.4312367432123961,0.2831681437010684,0.4992410124587836,0.3906808210661004,0.164636203960415,0.498968980619347,0.4047552397936588,0.3732536109314016
0.263270798845201,0.144563634923962,0.1793840036444409,0.2016300134913743,0.2258773495400715,0.2193567698007686,0.2815236894049139,0.2016643020247311,0.1626739943526332,0.0883238109272959,0.1774517206041539,0.2335466464448011,0.2181618879464238
0.3217824733249467,0.3071048379543234,0.3312397459937534,0.4242118011123266,0.32536228390637,0.3840634380358378,0.3065918183524637,0.3526605544893159,0.3326688723808282,0.2807275205619153,0.2367545274596839,0.313902376831445,0.3720796376361168
0.1327664368035762,0.0923684910285228,0.1064053264298409,0.1289492425138825,0.1486697186486839,0.1663729996034628,0.1269475011076227,0.1825181365059013,0.1330247891928562,0.0545331507234154,0.1821695752597745,0.1624826092384736,0.1544401941400645
0.2352793062656417,0.1152843710212081,0.1199106016989258,0.1417282912894726,0.2188859522645541,0.2424559391424832,0.2169306009385023,0.1795165263698866,0.1929561462209904,0.0700300286555399,0.1830338388154101,0.19329649910257,0.2090978990131714
0.2958959700814417,0.3895169446778574,0.3252221431727939,0.4595245542761241,0.3616336167026088,0.3944687179762407,0.3200177766603747,0.3838931311248745,0.3815396591192134,0.2860636941432808,0.3756469782654115,0.3836003990787178,0.3308455858556538
0.2962460451864904,0.2247903220706774,0.2157912092306502,0.2625764164159386,0.3143302421337939,0.3131733826032555,0.3295849195980921,0.310882576220262,0.2028092127149368,0.0940481151359435,0.2095995152125181,0.2960554487838628,0.3070102150761052
0.2561215288156247,0.1417595163489231,0.149996081451702,0.1888876893869797,0.2452465384283815,0.274227082141224,0.2318377813782523,0.2420268771630984,0.239540702324322,0.0733781052333084,0.2461619811287029,0.2524594202256314,0.2602899709231125
0.2819091414392253,0.2660252222800917,0.1988907128784307,0.2948983639133528,0.3341887025618222,0.2537107904298908,0.3652193673541311,0.2434844720775577,0.2408763521009693,0.1079766820517391,0.2585412918843189,0.2512127974072978,0.2400959670532256
0.2614385604287008,0.10687330134645,0.1872829043157893,0.2241611729917714,0.2227678612751581,0.2479506326175394,0.2096814380501908,0.2630400518681985,0.2589068353256082,0.0721474200931708,0.2477201159298814,0.2282757136788588,0.2535354923649255
0.3195047914211967,0.2537575106718172,0.2904155153680174,0.2863414238124523,0.3640054128859884,0.3216177702367426,0.2750612038310509,0.3924480566675907,0.3145700020544594,0.1064778947289676,0.2707555048693962,0.37634997242223,0.3764820472214037
0.2531201207517768,0.1082869949098663,0.1715859058673186,0.2124175812398467,0.2368172989109693,0.2877385351221259,0.2172338096716604,0.2554377812781351,0.1882113315924845,0.0764294147054562,0.2300743921305987,0.2592119811744841,0.2593572068820347
0.0648648632237065,0.0608505824150346,0.0529095025359673,0.0731077178348539,0.0678974429055039,0.0620261479692586,0.0696880708404239,0.0714509560135693,0.0613370982259801,0.0597826260129681,0.0790891454738548,0.0674541332922546,0.0715339095544135
0.0836177682086604,0.0646951194369559,0.0615272828634446,0.0826363612787957,0.0632645852671644,0.0685137283944789,0.0760191057423583,0.0650521772700179,0.0723789501827507,0.0629309543878657,0.07596841349459,0.0711954702459733,0.0690050436241534
0.0793181498435773,0.07113960088975,0.0659333269709053,0.0972170782642975,0.0671805852307568,0.0755557422834466,0.1178806409754221,0.079540126237682,0.0899503264473275,0.0683491249091054,0.0928351050683647,0.0754076256103228,0.0914672113982741
0.0859515898998403,0.0721826778385152,0.0682736314040792,0.0981576500998031,0.0726334179201323,0.0741149809777697,0.1141358205639505,0.0776384536876946,0.0868943492191126,0.0686993928211704,0.0938255099977544,0.0757555026686202,0.0771448329876102
0.0871828225375522,0.0660907583070586,0.0617649565231494,0.0950926184774916,0.0622283708661632,0.0697632200401564,0.1249025028946281,0.0805215515765899,0.0879476371960653,0.0669947073925865,0.0817988044754114,0.0732168903686266,0.0915464426728567
0.0687130722734599,0.0612852545434049,0.0614966634380386,0.0856021889612621,0.076847403467438,0.0688860948600473,0.0666695763140954,0.0816995008709379,0.0570838599559636,0.0626986887191079,0.0893939195664776,0.0897264795060825,0.0797295134915845
