,movie,seed,fold,accuracy,balanced_accuracy,roc_auc
0,two_men,0,1,0.8888888888888888,0.875,0.9375
1,two_men,0,2,0.6666666666666666,0.6375,0.85
2,two_men,0,3,0.7777777777777778,0.7083333333333333,0.8333333333333335
3,two_men,0,4,0.5294117647058824,0.5571428571428572,0.7
4,two_men,0,5,0.6470588235294118,0.6826923076923077,0.5
5,two_men,0,6,0.5789473684210527,0.5214285714285715,0.45714285714285713
6,two_men,0,7,0.6111111111111112,0.611111111111111,0.7037037037037037
7,two_men,0,8,0.7777777777777778,0.75,0.7916666666666667
8,two_men,0,9,0.8333333333333334,0.8375,0.9
9,two_men,0,10,0.8823529411764706,0.8365384615384616,0.7692307692307692
10,two_men,1,1,0.8235294117647058,0.7878787878787878,0.7878787878787878
11,two_men,1,2,0.7777777777777778,0.7662337662337663,0.7662337662337663
12,two_men,1,3,0.7777777777777778,0.7625,0.85
13,two_men,1,4,0.8235294117647058,0.7980769230769231,0.8846153846153846
14,two_men,1,5,0.5,0.5208333333333334,0.7604166666666666
15,two_men,1,6,0.7222222222222222,0.6666666666666667,0.7083333333333335
16,two_men,1,7,0.7777777777777778,0.7083333333333333,0.5555555555555556
17,two_men,1,8,0.8333333333333334,0.8375,0.8500000000000001
18,two_men,1,9,0.6470588235294118,0.6142857142857143,0.7428571428571429
19,two_men,1,10,0.6470588235294118,0.5961538461538461,0.6153846153846153
20,two_men,2,1,0.6111111111111112,0.5714285714285714,0.5178571428571428
21,two_men,2,2,0.8333333333333334,0.8125,0.8250000000000001
22,two_men,2,3,0.7222222222222222,0.725,0.7250000000000001
23,two_men,2,4,0.6875,0.6875,0.859375
24,two_men,2,5,0.5,0.45833333333333337,0.6527777777777778
25,two_men,2,6,0.7777777777777778,0.7230769230769231,0.9384615384615385
26,two_men,2,7,0.7058823529411765,0.7348484848484849,0.696969696969697
27,two_men,2,8,0.8888888888888888,0.9285714285714286,0.9285714285714286
28,two_men,2,9,0.8333333333333334,0.7916666666666666,0.8888888888888888
29,two_men,2,10,0.631578947368421,0.6306818181818181,0.7386363636363636
30,two_men,3,1,0.8823529411764706,0.8571428571428572,0.9428571428571428
31,two_men,3,2,0.7777777777777778,0.7625,0.7875
32,two_men,3,3,0.8333333333333334,0.825,0.875
33,two_men,3,4,0.5882352941176471,0.5694444444444444,0.5833333333333334
34,two_men,3,5,0.5,0.5,0.43
35,two_men,3,6,0.7222222222222222,0.5535714285714286,0.4642857142857143
36,two_men,3,7,0.6470588235294118,0.6916666666666667,0.6833333333333335
37,two_men,3,8,0.8888888888888888,0.9166666666666667,0.9305555555555556
38,two_men,3,9,0.7222222222222222,0.7,0.75
39,two_men,3,10,0.6470588235294118,0.6136363636363636,0.696969696969697
40,two_men,4,1,0.7058823529411765,0.46153846153846156,0.7692307692307692
41,two_men,4,2,0.7222222222222222,0.7321428571428572,0.8392857142857143
42,two_men,4,3,0.6111111111111112,0.5875,0.7000000000000001
43,two_men,4,4,0.7058823529411765,0.7083333333333333,0.8888888888888888
44,two_men,4,5,0.6470588235294118,0.6388888888888888,0.7361111111111112
45,two_men,4,6,0.55,0.489010989010989,0.6043956043956044
46,two_men,4,7,0.8333333333333334,0.8035714285714286,0.9107142857142858
47,two_men,4,8,0.6666666666666666,0.625,0.736111111111111
48,two_men,4,9,0.7222222222222222,0.7916666666666667,0.9305555555555555
49,two_men,4,10,0.7058823529411765,0.7013888888888888,0.7222222222222223
50,two_men,5,1,0.6470588235294118,0.6319444444444444,0.7777777777777778
51,two_men,5,2,0.7222222222222222,0.8214285714285714,0.9285714285714286
52,two_men,5,3,0.7777777777777778,0.7678571428571428,0.875
53,two_men,5,4,0.7222222222222222,0.40625,0.0
54,two_men,5,5,0.5555555555555556,0.5375,0.7749999999999999
55,two_men,5,6,0.8235294117647058,0.8194444444444444,0.8055555555555556
56,two_men,5,7,0.7894736842105263,0.7944444444444444,0.8333333333333334
57,two_men,5,8,0.7777777777777778,0.75,0.85
58,two_men,5,9,0.5294117647058824,0.5486111111111112,0.5972222222222222
59,two_men,5,10,0.6111111111111112,0.6375,0.7375
60,two_men,6,1,1.0,1.0,1.0
61,two_men,6,2,0.5294117647058824,0.375,0.48333333333333334
62,two_men,6,3,0.7777777777777778,0.6785714285714286,0.6428571428571428
63,two_men,6,4,0.7647058823529411,0.7708333333333333,0.8055555555555556
64,two_men,6,5,0.47058823529411764,0.4583333333333333,0.4305555555555556
65,two_men,6,6,0.7058823529411765,0.7348484848484849,0.9242424242424242
66,two_men,6,7,0.65,0.7083333333333334,0.7604166666666666
67,two_men,6,8,0.8333333333333334,0.7916666666666666,0.9305555555555556
68,two_men,6,9,0.8333333333333334,0.825,0.9125000000000001
69,two_men,6,10,0.7777777777777778,0.7662337662337663,0.6753246753246754
70,two_men,7,1,0.8235294117647058,0.75,0.7727272727272727
71,two_men,7,2,0.8823529411764706,0.9,0.9714285714285714
72,two_men,7,3,0.5555555555555556,0.5125,0.5625
73,two_men,7,4,0.8333333333333334,0.8125,0.875
74,two_men,7,5,0.7777777777777778,0.7916666666666667,0.9583333333333334
75,two_men,7,6,0.6666666666666666,0.59375,0.4375
76,two_men,7,7,0.5882352941176471,0.5833333333333333,0.6805555555555556
77,two_men,7,8,0.65,0.6666666666666667,0.6145833333333333
78,two_men,7,9,0.8333333333333334,0.8125,0.9625000000000001
79,two_men,7,10,0.35294117647058826,0.3680555555555556,0.5833333333333333
80,two_men,8,1,0.7222222222222222,0.7,0.8375
81,two_men,8,2,0.8888888888888888,0.8392857142857143,0.9642857142857143
82,two_men,8,3,0.7777777777777778,0.75,0.7777777777777778
83,two_men,8,4,0.625,0.6031746031746031,0.5714285714285714
84,two_men,8,5,0.6111111111111112,0.5,0.7361111111111112
85,two_men,8,6,0.8888888888888888,0.9285714285714286,0.9464285714285715
86,two_men,8,7,0.7647058823529411,0.8461538461538461,1.0
