,movie,seed,fold,accuracy,balanced_accuracy,roc_auc
0,two_men,0,1,0.7222222222222222,0.7125,0.8624999999999999
1,two_men,0,2,0.6666666666666666,0.6375,0.8625
2,two_men,0,3,0.6111111111111112,0.5416666666666666,0.736111111111111
3,two_men,0,4,0.5294117647058824,0.5571428571428572,0.5285714285714286
4,two_men,0,5,0.5882352941176471,0.47115384615384615,0.6538461538461539
5,two_men,0,6,0.5789473684210527,0.4571428571428572,0.48571428571428577
6,two_men,0,7,0.5555555555555556,0.5555555555555556,0.6419753086419753
7,two_men,0,8,0.7222222222222222,0.75,0.7222222222222223
8,two_men,0,9,0.8888888888888888,0.8875,0.9125
9,two_men,0,10,0.8235294117647058,0.7980769230769231,0.75
10,two_men,1,1,0.7647058823529411,0.7803030303030303,0.8484848484848485
11,two_men,1,2,0.6666666666666666,0.6493506493506493,0.8051948051948052
12,two_men,1,3,0.7222222222222222,0.7125,0.8375
13,two_men,1,4,0.7058823529411765,0.7211538461538461,0.6923076923076923
14,two_men,1,5,0.55,0.6041666666666666,0.84375
15,two_men,1,6,0.5555555555555556,0.5416666666666667,0.6111111111111112
16,two_men,1,7,0.7222222222222222,0.625,0.5277777777777778
17,two_men,1,8,0.7777777777777778,0.7875,0.8
18,two_men,1,9,0.6470588235294118,0.6142857142857143,0.6285714285714286
19,two_men,1,10,0.7058823529411765,0.6346153846153846,0.5576923076923076
20,two_men,2,1,0.5555555555555556,0.44642857142857145,0.4821428571428571
21,two_men,2,2,0.7222222222222222,0.7125,0.8500000000000001
22,two_men,2,3,0.5555555555555556,0.55,0.6625
23,two_men,2,4,0.5625,0.5625,0.734375
24,two_men,2,5,0.7222222222222222,0.625,0.75
25,two_men,2,6,0.8333333333333334,0.823076923076923,0.9230769230769231
26,two_men,2,7,0.5294117647058824,0.5606060606060606,0.6363636363636364
27,two_men,2,8,0.8888888888888888,0.9285714285714286,0.9464285714285715
28,two_men,2,9,0.6666666666666666,0.5833333333333334,0.7777777777777777
29,two_men,2,10,0.7368421052631579,0.7215909090909092,0.8068181818181819
30,two_men,3,1,0.8823529411764706,0.8785714285714286,0.9714285714285715
31,two_men,3,2,0.5555555555555556,0.5375,0.75
32,two_men,3,3,0.8333333333333334,0.8125,0.8625
33,two_men,3,4,0.47058823529411764,0.4513888888888889,0.5833333333333334
34,two_men,3,5,0.65,0.65,0.61
35,two_men,3,6,0.7777777777777778,0.6785714285714286,0.5357142857142857
36,two_men,3,7,0.6470588235294118,0.6916666666666667,0.7833333333333333
37,two_men,3,8,0.8333333333333334,0.8333333333333334,0.9444444444444444
38,two_men,3,9,0.6666666666666666,0.65,0.6875
39,two_men,3,10,0.7058823529411765,0.6590909090909092,0.712121212121212
40,two_men,4,1,0.8823529411764706,0.75,0.7115384615384615
41,two_men,4,2,0.7222222222222222,0.7321428571428572,0.7678571428571429
42,two_men,4,3,0.7222222222222222,0.7,0.7749999999999999
43,two_men,4,4,0.6470588235294118,0.6458333333333333,0.8055555555555556
44,two_men,4,5,0.5294117647058824,0.5208333333333333,0.5972222222222223
45,two_men,4,6,0.6,0.5274725274725275,0.6923076923076923
46,two_men,4,7,0.9444444444444444,0.9642857142857143,0.9642857142857143
47,two_men,4,8,0.7222222222222222,0.6666666666666667,0.7361111111111112
48,two_men,4,9,0.6666666666666666,0.75,0.7916666666666666
49,two_men,4,10,0.47058823529411764,0.4583333333333333,0.5
50,two_men,5,1,0.7058823529411765,0.6944444444444444,0.6805555555555556
51,two_men,5,2,0.5555555555555556,0.625,0.75
52,two_men,5,3,0.6111111111111112,0.5714285714285714,0.7142857142857142
53,two_men,5,4,0.8333333333333334,0.46875,0.46875
54,two_men,5,5,0.5555555555555556,0.5375,0.75
55,two_men,5,6,0.7058823529411765,0.7083333333333333,0.8055555555555556
56,two_men,5,7,0.631578947368421,0.6388888888888888,0.8333333333333334
57,two_men,5,8,0.6666666666666666,0.625,0.9
58,two_men,5,9,0.5882352941176471,0.6041666666666666,0.5972222222222222
59,two_men,5,10,0.6111111111111112,0.625,0.7375
60,two_men,6,1,0.9444444444444444,0.9583333333333333,0.986111111111111
61,two_men,6,2,0.47058823529411764,0.3333333333333333,0.30000000000000004
62,two_men,6,3,0.6111111111111112,0.5714285714285714,0.7678571428571429
63,two_men,6,4,0.5294117647058824,0.5277777777777778,0.5555555555555556
64,two_men,6,5,0.5882352941176471,0.5694444444444444,0.5555555555555555
65,two_men,6,6,0.8235294117647058,0.8636363636363636,0.9393939393939393
66,two_men,6,7,0.65,0.7083333333333334,0.6770833333333333
67,two_men,6,8,0.8333333333333334,0.7916666666666666,0.9305555555555556
68,two_men,6,9,0.7777777777777778,0.775,0.875
69,two_men,6,10,0.7222222222222222,0.6948051948051948,0.6623376623376624
70,two_men,7,1,0.7647058823529411,0.7424242424242424,0.7727272727272727
71,two_men,7,2,0.7058823529411765,0.6857142857142857,0.8428571428571429
72,two_men,7,3,0.5,0.45,0.625
73,two_men,7,4,0.7777777777777778,0.7875,0.8125
74,two_men,7,5,0.7777777777777778,0.7916666666666667,0.9583333333333334
75,two_men,7,6,0.6666666666666666,0.59375,0.6875
76,two_men,7,7,0.47058823529411764,0.4652777777777778,0.5416666666666667
77,two_men,7,8,0.7,0.6875,0.6770833333333333
78,two_men,7,9,0.8888888888888888,0.875,0.9750000000000001
79,two_men,7,10,0.47058823529411764,0.47916666666666663,0.5
80,two_men,8,1,0.6111111111111112,0.575,0.6625
81,two_men,8,2,0.7222222222222222,0.6428571428571428,0.7678571428571428
82,two_men,8,3,0.6111111111111112,0.5833333333333333,0.6527777777777778
83,two_men,8,4,0.6875,0.6746031746031746,0.6825396825396826
84,two_men,8,5,0.6666666666666666,0.5416666666666666,0.7638888888888888
85,two_men,8,6,0.7777777777777778,0.7678571428571428,0.8928571428571428
86,two_men,8,7,0.6470588235294118,0.6826923076923077,0.826923076923077
87,two_men,8,8,0.5294117647058824,0.5785714285714285,0.5714285714285714
88,two_men,8,9,0.5,0.5,0.64
89,two_men,8,10,0.7222222222222222,0.7727272727272727,0.961038961038961
90,two_men,9,1,0.625,0.6349206349206349,0.8412698412698413
91,two_men,9,2,0.7222222222222222,0.5833333333333334,0.7777777777777778
92,two_men,9,3,0.7777777777777778,0.8,0.9625
93,two_men,9,4,0.7222222222222222,0.625,0.8611111111111112
94,two_men,9,5,0.7222222222222222,0.7207792207792207,0.7532467532467532
95,two_men,9,6,0.7058823529411765,0.6590909090909092,0.6666666666666666
96,two_men,9,7,0.7,0.7,0.85
97,two_men,9,8,0.7777777777777778,0.7678571428571428,0.8392857142857143
98,two_men,9,9,0.3888888888888889,0.425,0.525
99,two_men,9,10,0.7058823529411765,0.7211538461538461,0.8076923076923077
100,bridgeville,0,1,0.7777777777777778,0.75,0.725
101,bridgeville,0,2,0.6111111111111112,0.5875,0.4375
102,bridgeville,0,3,0.8333333333333334,0.75,0.7499999999999999
103,bridgeville,0,4,0.5294117647058824,0.5571428571428572,0.7142857142857143
104,bridgeville,0,5,0.8823529411764706,0.8365384615384616,0.8846153846153846
105,bridgeville,0,6,0.5263157894736842,0.4214285714285715,0.5714285714285715
106,bridgeville,0,7,0.7777777777777778,0.7777777777777777,0.7777777777777778
107,bridgeville,0,8,0.8333333333333334,0.7916666666666666,0.7916666666666667
108,bridgeville,0,9,0.7777777777777778,0.7875,0.9375
109,bridgeville,0,10,0.8235294117647058,0.7980769230769231,0.9423076923076923
110,bridgeville,1,1,0.7647058823529411,0.7045454545454546,0.6363636363636364
111,bridgeville,1,2,0.7222222222222222,0.6948051948051948,0.8051948051948052
