,two_men,bridgeville,pockets,overcome,inception,social_net,oceans_11,flower,hotel,garden,dreary,home_alone,brokovich,star_wars
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01898101898101898,0.0,0.991008991008991,0.0,0.0,0.0
