,movie,seed,fold,accuracy,balanced_accuracy,roc_auc
0,two_men,0,1,0.8888888888888888,0.875,0.9624999999999999
1,two_men,0,2,0.6666666666666666,0.6375,0.7875
2,two_men,0,3,0.7222222222222222,0.7083333333333333,0.6944444444444444
3,two_men,0,4,0.5882352941176471,0.6285714285714286,0.8
4,two_men,0,5,0.5294117647058824,0.4326923076923077,0.5769230769230769
5,two_men,0,6,0.5789473684210527,0.39285714285714285,0.3714285714285715
6,two_men,0,7,0.6111111111111112,0.6111111111111112,0.7160493827160495
7,two_men,0,8,0.7777777777777778,0.7916666666666667,0.8472222222222222
8,two_men,0,9,0.8333333333333334,0.8375,0.9125
9,two_men,0,10,0.7058823529411765,0.6346153846153846,0.7884615384615384
10,two_men,1,1,0.8823529411764706,0.8712121212121212,0.9696969696969697
11,two_men,1,2,0.8333333333333334,0.8116883116883117,0.922077922077922
12,two_men,1,3,0.7222222222222222,0.7125,0.825
13,two_men,1,4,0.7058823529411765,0.7211538461538461,0.8461538461538461
14,two_men,1,5,0.55,0.5833333333333334,0.7604166666666667
15,two_men,1,6,0.7222222222222222,0.75,0.7916666666666667
16,two_men,1,7,0.5555555555555556,0.5,0.48611111111111116
17,two_men,1,8,0.8333333333333334,0.825,0.875
18,two_men,1,9,0.6470588235294118,0.6142857142857143,0.6428571428571428
19,two_men,1,10,0.6470588235294118,0.5961538461538461,0.7307692307692308
20,two_men,2,1,0.6111111111111112,0.48214285714285715,0.5
21,two_men,2,2,0.8333333333333334,0.8125,0.9
22,two_men,2,3,0.7222222222222222,0.725,0.8624999999999999
23,two_men,2,4,0.5625,0.5625,0.5625
24,two_men,2,5,0.5,0.45833333333333337,0.5555555555555556
25,two_men,2,6,0.7777777777777778,0.7846153846153847,0.8
26,two_men,2,7,0.7058823529411765,0.696969696969697,0.7727272727272727
27,two_men,2,8,0.5555555555555556,0.44642857142857145,0.6607142857142857
28,two_men,2,9,0.8333333333333334,0.7916666666666666,0.9166666666666666
29,two_men,2,10,0.5789473684210527,0.5681818181818181,0.7727272727272727
30,two_men,3,1,0.6470588235294118,0.6142857142857143,0.8142857142857143
31,two_men,3,2,0.7777777777777778,0.775,0.825
32,two_men,3,3,0.6666666666666666,0.6625,0.8
33,two_men,3,4,0.7058823529411765,0.6875,0.8333333333333334
34,two_men,3,5,0.45,0.44999999999999996,0.48
35,two_men,3,6,0.6111111111111112,0.5714285714285714,0.5
36,two_men,3,7,0.6470588235294118,0.575,0.65
37,two_men,3,8,0.8333333333333334,0.8333333333333334,0.8611111111111112
38,two_men,3,9,0.7222222222222222,0.7125,0.6625
39,two_men,3,10,0.5882352941176471,0.5303030303030303,0.696969696969697
40,two_men,4,1,0.7647058823529411,0.5865384615384616,0.8269230769230769
41,two_men,4,2,0.8333333333333334,0.8035714285714286,0.75
42,two_men,4,3,0.6666666666666666,0.6375,0.725
43,two_men,4,4,0.7058823529411765,0.7013888888888888,0.875
44,two_men,4,5,0.6470588235294118,0.6319444444444444,0.5972222222222222
45,two_men,4,6,0.5,0.41758241758241754,0.49450549450549447
46,two_men,4,7,0.8888888888888888,0.9285714285714286,0.8928571428571429
47,two_men,4,8,0.6666666666666666,0.625,0.6388888888888888
48,two_men,4,9,0.7777777777777778,0.8333333333333333,0.9027777777777778
49,two_men,4,10,0.6470588235294118,0.6319444444444444,0.6388888888888888
50,two_men,5,1,0.6470588235294118,0.6319444444444444,0.7777777777777778
51,two_men,5,2,0.8333333333333334,0.8928571428571428,0.9821428571428572
52,two_men,5,3,0.7222222222222222,0.7321428571428572,0.8214285714285714
53,two_men,5,4,0.7222222222222222,0.40625,0.6875
54,two_men,5,5,0.7222222222222222,0.7125,0.75
55,two_men,5,6,0.7647058823529411,0.7638888888888888,0.8333333333333333
56,two_men,5,7,0.7368421052631579,0.7333333333333334,0.7444444444444445
57,two_men,5,8,0.6111111111111112,0.5875,0.7
58,two_men,5,9,0.47058823529411764,0.4861111111111111,0.625
59,two_men,5,10,0.7222222222222222,0.75,0.9375
60,two_men,6,1,0.8333333333333334,0.7916666666666666,0.9305555555555556
61,two_men,6,2,0.5882352941176471,0.475,0.5
62,two_men,6,3,0.7222222222222222,0.6428571428571428,0.7321428571428571
63,two_men,6,4,0.5882352941176471,0.5902777777777778,0.7083333333333333
64,two_men,6,5,0.47058823529411764,0.4583333333333333,0.5416666666666666
65,two_men,6,6,0.7647058823529411,0.8181818181818181,0.8939393939393939
66,two_men,6,7,0.65,0.7083333333333334,0.7916666666666666
67,two_men,6,8,0.9444444444444444,0.9166666666666667,0.9722222222222223
68,two_men,6,9,0.9444444444444444,0.9375,0.9
69,two_men,6,10,0.8333333333333334,0.8116883116883117,0.7792207792207791
70,two_men,7,1,0.8235294117647058,0.75,0.8030303030303031
71,two_men,7,2,0.8235294117647058,0.8285714285714285,0.8857142857142857
72,two_men,7,3,0.6111111111111112,0.5625,0.43749999999999994
73,two_men,7,4,0.8888888888888888,0.8875,0.8375
74,two_men,7,5,0.6111111111111112,0.625,0.7361111111111112
75,two_men,7,6,0.7222222222222222,0.625,0.625
76,two_men,7,7,0.6470588235294118,0.6388888888888888,0.5972222222222222
77,two_men,7,8,0.55,0.5416666666666667,0.5729166666666666
78,two_men,7,9,0.7777777777777778,0.75,0.8375000000000001
79,two_men,7,10,0.47058823529411764,0.4861111111111111,0.7222222222222222
80,two_men,8,1,0.7222222222222222,0.7,0.8
81,two_men,8,2,0.8333333333333334,0.8035714285714286,0.9107142857142858
82,two_men,8,3,0.7777777777777778,0.7916666666666667,0.7500000000000001
83,two_men,8,4,0.625,0.5873015873015872,0.8253968253968254
84,two_men,8,5,0.5555555555555556,0.4583333333333333,0.5972222222222222
