,mtest,seed,fold,balanced_accuracy,roc_auc
380,overcome,8,1,0.5875,0.7125
381,overcome,8,2,0.4107142857142857,0.48214285714285715
382,overcome,8,3,0.625,0.6111111111111112
383,overcome,8,4,0.4920634920634921,0.5714285714285714
384,overcome,8,5,0.6666666666666666,0.7222222222222222
385,overcome,8,6,0.6964285714285714,0.6785714285714286
386,overcome,8,7,0.5576923076923077,0.6923076923076923
387,overcome,8,8,0.5071428571428571,0.4
388,overcome,8,9,0.75,0.7
389,overcome,8,10,0.6818181818181819,0.8961038961038961
390,overcome,9,1,0.42063492063492064,0.4920634920634921
391,overcome,9,2,0.75,0.6944444444444444
392,overcome,9,3,0.8,0.7750000000000001
393,overcome,9,4,0.7083333333333333,0.7361111111111113
394,overcome,9,5,0.6233766233766234,0.7662337662337662
395,overcome,9,6,0.6212121212121212,0.6818181818181819
396,overcome,9,7,0.55,0.53
397,overcome,9,8,0.5178571428571428,0.6785714285714286
398,overcome,9,9,0.45,0.575
399,overcome,9,10,0.5096153846153846,0.5961538461538461
400,inception,0,1,0.575,0.75
401,inception,0,2,0.325,0.375
402,inception,0,3,0.5416666666666667,0.6041666666666667
403,inception,0,4,0.27142857142857146,0.28571428571428575
404,inception,0,5,0.6538461538461539,0.40384615384615385
405,inception,0,6,0.5571428571428572,0.6285714285714286
406,inception,0,7,0.7777777777777778,0.8518518518518519
407,inception,0,8,0.75,0.8888888888888888
408,inception,0,9,0.6875,0.8375
409,inception,0,10,0.6826923076923077,0.7307692307692307
410,inception,1,1,0.6515151515151515,0.6818181818181818
411,inception,1,2,0.577922077922078,0.5974025974025974
412,inception,1,3,0.4125,0.42500000000000004
413,inception,1,4,0.6826923076923077,0.7115384615384616
414,inception,1,5,0.5833333333333333,0.625
415,inception,1,6,0.5,0.5
416,inception,1,7,0.5833333333333333,0.6111111111111112
417,inception,1,8,0.8875,0.925
418,inception,1,9,0.7357142857142858,0.8285714285714286
419,inception,1,10,0.2403846153846154,0.32692307692307687
420,inception,2,1,0.6964285714285714,0.75
421,inception,2,2,0.6375,0.7374999999999999
422,inception,2,3,0.475,0.55
423,inception,2,4,0.375,0.390625
424,inception,2,5,0.6666666666666666,0.5972222222222223
425,inception,2,6,0.7461538461538462,0.6923076923076923
426,inception,2,7,0.3484848484848485,0.2727272727272727
427,inception,2,8,0.625,0.6071428571428571
428,inception,2,9,0.75,0.8333333333333335
429,inception,2,10,0.6761363636363636,0.7386363636363636
430,inception,3,1,0.4642857142857143,0.5
431,inception,3,2,0.6,0.625
432,inception,3,3,0.6125,0.6000000000000001
433,inception,3,4,0.35416666666666663,0.5
434,inception,3,5,0.5,0.62
435,inception,3,6,0.7321428571428572,0.6785714285714286
436,inception,3,7,0.875,0.7833333333333333
437,inception,3,8,0.45833333333333337,0.5833333333333333
438,inception,3,9,0.45,0.47500000000000003
439,inception,3,10,0.6515151515151515,0.8484848484848485
440,inception,4,1,0.6442307692307692,0.75
441,inception,4,2,0.7857142857142857,0.7678571428571428
442,inception,4,3,0.3875,0.4375
443,inception,4,4,0.5277777777777778,0.4861111111111111
444,inception,4,5,0.5763888888888888,0.6666666666666667
445,inception,4,6,0.3351648351648352,0.42857142857142855
446,inception,4,7,0.6607142857142857,0.8035714285714285
447,inception,4,8,0.6666666666666666,0.7222222222222222
448,inception,4,9,0.6666666666666666,0.7638888888888888
449,inception,4,10,0.6319444444444444,0.7361111111111112
450,inception,5,1,0.47916666666666663,0.5694444444444444
451,inception,5,2,0.9285714285714286,0.9464285714285715
452,inception,5,3,0.5892857142857143,0.4642857142857143
453,inception,5,4,0.28125,0.15625
454,inception,5,5,0.5125,0.4125
455,inception,5,6,0.5208333333333333,0.6805555555555556
456,inception,5,7,0.5611111111111111,0.5888888888888889
457,inception,5,8,0.6125,0.6875
458,inception,5,9,0.3958333333333333,0.5972222222222221
459,inception,5,10,0.725,0.8
460,inception,6,1,0.6666666666666667,0.7777777777777777
461,inception,6,2,0.6333333333333333,0.75
462,inception,6,3,0.48214285714285715,0.4464285714285714
463,inception,6,4,0.4305555555555556,0.33333333333333337
464,inception,6,5,0.5347222222222222,0.5277777777777778
465,inception,6,6,0.5303030303030303,0.6818181818181819
466,inception,6,7,0.45833333333333337,0.5625
467,inception,6,8,0.75,0.7222222222222222
468,inception,6,9,0.6125,0.675
469,inception,6,10,0.6298701298701299,0.6883116883116883
470,inception,7,1,0.46969696969696967,0.606060606060606
471,inception,7,2,0.6571428571428571,0.7142857142857143
472,inception,7,3,0.625,0.6000000000000001
473,inception,7,4,0.5125,0.5
474,inception,7,5,0.5416666666666667,0.5833333333333333
475,inception,7,6,0.84375,0.96875
476,inception,7,7,0.47916666666666663,0.3611111111111111
477,inception,7,8,0.5416666666666667,0.48958333333333337
478,inception,7,9,0.475,0.65
479,inception,7,10,0.5138888888888888,0.6111111111111112
480,inception,8,1,0.7125,0.8374999999999999
481,inception,8,2,0.75,0.7678571428571428
482,inception,8,3,0.6666666666666667,0.763888888888889
483,inception,8,4,0.4365079365079365,0.4444444444444444
484,inception,8,5,0.2916666666666667,0.4305555555555556
485,inception,8,6,0.5357142857142857,0.46428571428571425
486,inception,8,7,0.5961538461538461,0.576923076923077
487,inception,8,8,0.3214285714285714,0.37142857142857144
488,inception,8,9,0.5,0.7200000000000001
489,inception,8,10,0.7662337662337663,0.8831168831168831
490,inception,9,1,0.6507936507936507,0.5555555555555556
491,inception,9,2,0.5833333333333333,0.5972222222222223
492,inception,9,3,0.6125,0.65
493,inception,9,4,0.7916666666666667,0.7916666666666667
494,inception,9,5,0.5844155844155844,0.7662337662337663
495,inception,9,6,0.5378787878787878,0.6515151515151515
496,inception,9,7,0.55,0.5099999999999999
497,inception,9,8,0.5357142857142857,0.3928571428571428
498,inception,9,9,0.9,0.9
499,inception,9,10,0.38461538461538464,0.5192307692307693
500,social_net,0,1,0.85,0.8999999999999999
501,social_net,0,2,0.775,0.775
502,social_net,0,3,0.5833333333333333,0.5694444444444444
503,social_net,0,4,0.5214285714285715,0.5571428571428572
504,social_net,0,5,0.4519230769230769,0.4423076923076923
505,social_net,0,6,0.7928571428571429,0.7571428571428571
506,social_net,0,7,0.3888888888888889,0.5308641975308642
507,social_net,0,8,0.5833333333333333,0.75
508,social_net,0,9,0.7,0.7375
509,social_net,0,10,0.4423076923076923,0.4423076923076923
510,social_net,1,1,0.6818181818181819,0.6666666666666666
511,social_net,1,2,0.7012987012987013,0.8181818181818181
512,social_net,1,3,0.625,0.8
513,social_net,1,4,0.5769230769230769,0.5384615384615384
514,social_net,1,5,0.5625,0.6666666666666667
515,social_net,1,6,0.5416666666666666,0.48611111111111116
516,social_net,1,7,0.5833333333333334,0.7222222222222223
517,social_net,1,8,0.6,0.7125
518,social_net,1,9,0.7785714285714285,0.7714285714285714
519,social_net,1,10,0.5192307692307692,0.5576923076923077
520,social_net,2,1,0.4642857142857143,0.5357142857142857
521,social_net,2,2,0.75,0.8125
522,social_net,2,3,0.475,0.5874999999999999
523,social_net,2,4,0.5625,0.59375
524,social_net,2,5,0.6666666666666666,0.8472222222222223
525,social_net,2,6,0.7461538461538462,0.8307692307692308
526,social_net,2,7,0.7424242424242424,0.7878787878787878
527,social_net,2,8,0.4285714285714286,0.3035714285714286
528,social_net,2,9,0.625,0.8472222222222223
529,social_net,2,10,0.4772727272727273,0.4545454545454546
530,social_net,3,1,0.5785714285714285,0.7857142857142857
531,social_net,3,2,0.5,0.5125000000000001
532,social_net,3,3,0.6375,0.7
533,social_net,3,4,0.25,0.19444444444444445
534,social_net,3,5,0.44999999999999996,0.6299999999999999
535,social_net,3,6,0.5892857142857143,0.7767857142857143
536,social_net,3,7,0.775,0.8666666666666667
537,social_net,3,8,0.5833333333333334,0.6666666666666667
538,social_net,3,9,0.725,0.8500000000000001
539,social_net,3,10,0.48484848484848486,0.5606060606060606
540,social_net,4,1,0.5673076923076923,0.5961538461538461
541,social_net,4,2,0.8214285714285714,0.9285714285714286
542,social_net,4,3,0.5375,0.5499999999999999
543,social_net,4,4,0.75,0.6527777777777778
544,social_net,4,5,0.5347222222222222,0.7777777777777778
545,social_net,4,6,0.5934065934065934,0.6043956043956044
546,social_net,4,7,0.5178571428571428,0.5892857142857143
547,social_net,4,8,0.5833333333333334,0.7777777777777778
548,social_net,4,9,0.75,0.8888888888888888
